ParentLocationCode,SpatialDim,Dim1,Value,NumericValue,Date,IndicatorCode
EUR,UZB,SEX_FMLE,0.9,0.9,2023-12-07T16:58:57+01:00,Yth_curr_tob_use
AMR,ECU,SEX_BTSX,13,13.0,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
AFR,LBR,SEX_BTSX,10.9,10.9,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
EUR,FRA,SEX_FMLE,Data not available,,2023-12-07T16:59:40+01:00,Yth_curr_tob_use
WPR,PHL,SEX_BTSX,12.5,12.5,2023-12-07T16:59:19+01:00,Yth_curr_tob_use
AMR,CRI,SEX_BTSX,Data not available,,2023-12-07T16:59:40+01:00,Yth_curr_tob_use
AFR,ETH,SEX_MLE,11.5,11.5,2023-12-07T16:59:11+01:00,Yth_curr_tob_use
WPR,PLW,SEX_MLE,23.7,23.7,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
EMR,SOM,SEX_FMLE,12.3,12.3,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
EUR,TUR,SEX_FMLE,12.1,12.1,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
AFR,TCD,SEX_FMLE,11.8,11.8,2023-12-07T16:58:58+01:00,Yth_curr_tob_use
WPR,PHL,SEX_MLE,18.3,18.3,2023-12-07T16:59:19+01:00,Yth_curr_tob_use
AMR,NIC,SEX_BTSX,14.2,14.2,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
WPR,VNM,SEX_BTSX,2.9,2.9,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
EUR,SVK,SEX_MLE,Data not available,,2023-12-07T16:59:36+01:00,Yth_curr_tob_use
SEAR,MDV,SEX_MLE,48,48.0,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
AMR,ARG,SEX_MLE,18.7,18.7,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
EMR,EGY,SEX_MLE,18.1,18.1,2023-12-07T16:59:04+01:00,Yth_curr_tob_use
WPR,NRU,SEX_FMLE,27,27.0,2023-12-07T16:58:58+01:00,Yth_curr_tob_use
EUR,GEO,SEX_BTSX,Data not available,,2023-12-07T16:59:43+01:00,Yth_curr_tob_use
EUR,LUX,SEX_BTSX,Data not available,,2023-12-07T16:59:39+01:00,Yth_curr_tob_use
AFR,MOZ,SEX_MLE,4.5,4.5,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
WPR,COK,SEX_BTSX,21.5,21.5,2023-12-07T16:58:57+01:00,Yth_curr_tob_use
WPR,NIU,SEX_MLE,22.8,22.8,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
EMR,JOR,SEX_BTSX,24,24.0,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
WPR,IDN,SEX_MLE,35.6,35.6,2023-12-07T16:59:06+01:00,Yth_curr_tob_use
AMR,LCA,SEX_MLE,14.1,14.1,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
EMR,LBY,SEX_BTSX,8.1,8.1,2023-12-07T16:59:13+01:00,Yth_curr_tob_use
SEAR,BTN,SEX_FMLE,13.5,13.5,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
AMR,GUY,SEX_FMLE,10.4,10.4,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
AFR,CMR,SEX_FMLE,5.7,5.7,2023-12-07T16:59:21+01:00,Yth_curr_tob_use
EMR,SYR,SEX_BTSX,24.5,24.5,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
WPR,TON,SEX_MLE,28,28.0,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
AMR,CUB,SEX_FMLE,9.7,9.7,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
EMR,IRN,SEX_FMLE,7.7,7.7,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
