ParentLocationCode,SpatialDim,Dim1,Value,NumericValue,Date,IndicatorCode
EMR,OMN,SEX_BTSX,8.9 [6.2-11.6],8.9,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,JOR,SEX_MLE,54.1 [43.3-64.9],54.1,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,ARM,SEX_FMLE,1.8 [1.3-2.3],1.8,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,TKM,SEX_BTSX,5.8 [3.8-7.8],5.8,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AMR,MEX,SEX_BTSX,14.7 [11.9-17.6],14.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,IRL,SEX_FMLE,28.2 [23.3-33.1],28.2,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,BWA,SEX_BTSX,17.7 [12.7-22.7],17.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,PAK,SEX_BTSX,17.9 [13.2-22.6],17.9,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,QAT,SEX_MLE,22.0 [17.7-26.4],22.0,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,FIN,SEX_BTSX,23.7 [19.6-27.7],23.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,LTU,SEX_BTSX,31.7 [23.7-39.6],31.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
WPR,COK,SEX_MLE,36.4 [30.6-42.2],36.4,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AMR,PAN,SEX_BTSX,10.8 [8.4-13.1],10.8,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
WPR,CHN,SEX_MLE,49.3 [40.1-58.5],49.3,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AMR,LCA,SEX_BTSX,17.7 [11.9-23.5],17.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,ZWE,SEX_MLE,33.0 [25.6-40.5],33.0,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,TGO,SEX_FMLE,1.0 [0.6-1.4],1.0,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
WPR,MNG,SEX_MLE,52.6 [43.0-62.3],52.6,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,AUT,SEX_FMLE,34.6 [27.4-41.8],34.6,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
SEAR,THA,SEX_FMLE,2.2 [1.9-2.6],2.2,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,BWA,SEX_BTSX,33.9 [23.5-44.2],33.9,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,TUN,SEX_MLE,47.3 [38.4-56.2],47.3,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
WPR,MHL,SEX_BTSX,30.1 [21.5-38.6],30.1,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,GRC,SEX_BTSX,31.0 [23.7-38.3],31.0,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
