ParentLocationCode,SpatialDim,Dim1,Value,NumericValue,Date,IndicatorCode
AFR,GMB,SEX_MLE,3.9 [3.6-4.3],3.9,2021-06-21T18:27:13+02:00,NCD_CHOL_MEANTOTALCHOL_A
,AFR,SEX_BTSX,3.9 [3.8-4.1],3.9,2021-06-21T17:36:20+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,CZE,SEX_BTSX,5.0 [4.8-5.3],5.0,2021-06-21T19:04:06+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,LBR,SEX_BTSX,4.0 [3.6-4.4],4.0,2021-06-21T19:01:33+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,NLD,SEX_FMLE,5.0 [4.8-5.1],5.0,2021-06-21T18:48:23+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,CAF,SEX_FMLE,4.1 [3.6-4.6],4.1,2021-06-21T18:45:27+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,GRD,SEX_MLE,4.4 [3.9-4.9],4.4,2021-06-21T18:27:17+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,VCT,SEX_BTSX,4.4 [4.1-4.7],4.4,2021-06-21T19:02:18+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,BRA,SEX_BTSX,4.8 [4.7-4.9],4.8,2021-06-21T19:03:06+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,JPN,SEX_MLE,5.0 [4.9-5.1],5.0,2021-06-21T18:27:34+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,LUX,SEX_MLE,5.1 [4.8-5.4],5.1,2021-06-21T18:27:49+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,PHL,SEX_MLE,4.7 [4.5-4.9],4.7,2021-06-21T18:28:27+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,KEN,SEX_MLE,3.8 [3.3-4.3],3.8,2021-06-21T18:27:36+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,COK,SEX_MLE,4.9 [4.5-5.2],4.9,2021-06-21T18:26:46+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,AZE,SEX_MLE,4.5 [4.0-5.0],4.5,2021-06-21T18:26:11+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,PLW,SEX_MLE,4.5 [4.1-4.8],4.5,2021-06-21T18:28:21+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,LVA,SEX_FMLE,5.5 [5.1-5.9],5.5,2021-06-21T18:47:54+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,USA,SEX_FMLE,5.4 [5.2-5.7],5.4,2021-06-21T18:49:39+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,COD,SEX_MLE,3.9 [3.3-4.5],3.9,2021-06-21T18:26:59+02:00,NCD_CHOL_MEANTOTALCHOL_A
EMR,AFG,SEX_FMLE,4.2 [3.9-4.6],4.2,2021-06-21T18:44:56+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,LTU,SEX_MLE,5.3 [5.0-5.6],5.3,2021-06-21T18:27:48+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,LVA,SEX_BTSX,5.3 [5.1-5.5],5.3,2021-06-21T19:03:33+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,KHM,SEX_BTSX,4.2 [4.0-4.5],4.2,2021-06-21T19:03:01+02:00,NCD_CHOL_MEANTOTALCHOL_A
EMR,ARE,SEX_FMLE,5.0 [4.6-5.4],5.0,2021-06-21T18:49:38+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,SYC,SEX_MLE,5.1 [4.9-5.3],5.1,2021-06-21T18:28:43+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,AGO,SEX_MLE,4.0 [3.3-4.7],4.0,2021-06-21T18:26:06+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,USA,SEX_BTSX,5.2 [5.1-5.3],5.2,2021-06-21T19:01:59+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,ITA,SEX_BTSX,5.5 [5.4-5.6],5.5,2021-06-21T19:02:02+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,BOL,SEX_FMLE,4.5 [3.9-5.2],4.5,2021-06-21T18:45:15+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,ECU,SEX_FMLE,5.0 [4.7-5.3],5.0,2021-06-21T18:46:44+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,NAM,SEX_BTSX,4.0 [3.7-4.3],4.0,2021-06-21T19:02:54+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,SLV,SEX_MLE,4.7 [4.4-5.1],4.7,2021-06-21T18:27:02+02:00,NCD_CHOL_MEANTOTALCHOL_A
EMR,LBY,SEX_FMLE,4.8 [4.5-5.1],4.8,2021-06-21T18:47:58+02:00,NCD_CHOL_MEANTOTALCHOL_A
